gene	logFC	fdr	betweenness	source_node_score	step_1	step_2	nbh_score	score
SIGLEC16	4.57221057235308	2.85827865701811	86.6450258814612	1132.33368162171	302595.556889988	5288569.09144544	0.228283752235967	3.80237990567176
SLC25A20	2.78490193205558	5.02664677454587	80.5077837509218	1127.00578682918	1202365.89879318	46303766.1939284	1.06553020828964	3.78730333457005
GSTK1	2.40381187219584	4.24511580172803	109.500747560001	1117.39597249883	2535435.41055238	67581668.8842243	1.41027952996793	3.75619748951186
TWF2	3.24808060659785	5.22391780196393	65.2890661316011	1107.80568586166	1566163.68369269	61259865.4957235	1.30307912493468	3.7236398626516
SERPINF2	5.11343779916272	2.83497288154849	75.8848609629525	1100.06166124422	2249501.99070097	64172255.4691348	1.35635876175739	3.69781952339597
MFHAS1	2.20325934537324	3.37676013623402	144.903883071606	1078.06725919757	2042313.16598674	48747684.8198628	1.11806569748105	3.6231771146596
HDAC2-AS2	4.01543844850629	3.12924171545445	85.8378639820538	1078.57658084782	454184.713874066	21019456.9998917	0.601542054617261	3.62315293522146
ALOX5AP	6.5942869865341	3.14745604102919	51.7095650450606	1073.24383359783	217194.577716869	13598192.4717101	0.437873397576718	3.6046996743518
FKBP5	3.21928447628983	3.56492480213832	92.7700209850853	1064.6758021521	4560695.65887119	15552523.9105125	0.573851655145106	3.57639052166396
UCP2	5.40513055073539	5.55551858492494	34.9645741669709	1049.92683534314	304669.450554294	18678998.8810342	0.550459926403449	3.52679489601128
ST6GALNAC4	2.43572374834828	3.79362692451615	112.271467073423	1037.41386298445	69366.7345973238	20308828.7706773	0.579285171676261	3.48488154241579
SLC41A2	1.94609610773594	3.2487759408714	163.273984351768	1032.2883717337	20043879.4773818	53960729.303776	1.46615227216955	3.47065109870554
RSU1	2.195746302467	4.29671921349454	109.363111812288	1031.78686083576	333119.465810658	35284551.5289965	0.865965882113884	3.46695234158843
CLN8	3.15236280300839	3.99347058722857	81.6305529694406	1027.63626704493	359739.021547104	52640187.4782492	1.15288467122292	3.45398072446039
PHACTR1	4.05045556103194	3.25416053178071	77.8976177526899	1026.75546128516	3226771.54611115	31296792.0361907	0.846728889645941	3.44999570743563
RPS6KA2	2.50751293734632	3.44578822976803	115.309352022074	996.314147426069	3563745.11556911	56070800.2745436	1.25507005857357	3.34916522278576
ENSG00000237513	7.14763724043076	4.04847234438004	34.1275552636214	987.549465803761	0	1237082.17341693	0.0770508265191622	3.31578433318097
HADHA	2.91922281433643	3.87277628939686	85.6522397725659	968.341131126459	148653.533670385	47295095.9511138	1.06452255024852	3.2546109534659
HIPK3	1.99098174128335	3.76842527906875	126.872853665602	951.910010450377	1058837.89478839	49735305.4148874	1.11813140216247	3.19962630470582
ENSG00000273855	6.97887171587107	3.56218039763764	38.1764070704645	949.065480684304	2107106.75855402	59177337.8979789	1.27997672250846	3.19061965805728
F11R	2.80182552352252	4.09223976283319	80.8555044162429	927.068338029367	1560650.32810028	55812831.8368738	1.22062132405275	3.11656880031016
BTN3A2	2.32748174358285	3.14460466994778	125.907750760921	921.520081871565	3080122.01292506	47716550.9924993	1.11817149789506	3.09759753733015
GPR35	6.31407802840075	5.53701984025168	26.1965151830304	915.860959986168	351813.832785665	43039288.553909	0.998235735492472	3.07819535595241
ZBED5-AS1	2.6848918818725	2.8404517135042	119.610403231912	912.185505501331	833589.395886358	46460403.2766365	1.062102032642	3.06607007647784
ENSG00000233225	4.19353075976434	3.01911315736767	70.1953660023821	888.725551405627	152059.064475082	23982397.145482	0.654326762933083	2.98593832447866
RHOF	5.00542939400834	4.10239979892759	42.4634070614601	871.955173556857	2017417.98350754	62670952.5267186	1.3307779154387	2.93190576348494
GPR65	7.4489440877338	3.0247958315259	38.6387634913462	870.590652960671	224877.084582195	3325252.40319384	0.164604706893223	2.92340939899036
IL4R	4.23145598569159	4.44121111849728	45.2752130419946	850.847542429221	2236760.82151279	34341399.4270026	0.882717532650526	2.85953627664187
EML4	2.02531323089739	3.124096582747	133.359585636485	843.802658004118	402433.460162284	61116898.037495	1.28350718418389	2.8372298834989
LOC107985688	9.4525185963753	4.03856012107453	21.6155175294043	825.162971305401	0	1683753.63282407	0.0962001175352494	2.77066419880507
ZDHHC18	2.09572981120302	3.30267251404756	118.899737041592	822.965629081817	788490.297192351	43750444.7465079	1.01717972609317	2.76637903321758
GTSF1	10.6419279454523	4.74677314736983	15.8901471449924	802.687887967114	0	33801576.0652246	0.833941170374684	2.69768485106439
IL17RB	2.9072971704439	2.89080418313039	95.4576791273985	802.267078816769	265923.206196088	22525866.1057538	0.627906908494883	2.69558033328301
ABAT	4.05732673123578	3.91682208182981	50.2686682129652	798.860975448271	120571.008725859	7025457.85764368	0.272397887163196	2.68295137363108
WDR37	1.97980138147752	3.41686968085722	117.187691424531	792.742308350755	311908.726939939	13211397.9008395	0.431187854103575	2.66294212227494
BTN2A2	2.60441553120596	3.37848485390038	86.6292408827047	762.248821539358	732761.911918425	18647992.5843309	0.558726428083913	2.56099373011213
ENSG00000210196	2.86512116480334	3.72377549973401	70.97931362338	757.283123446972	947979.84446887	52450534.1619794	1.15912104283571	2.54633798258309
ENSG00000223799	5.54621091299871	4.38330512029944	30.6300524086841	744.639077746572	529415.235371013	39722437.9981188	0.945691115132048	2.50317124340178
RASSF3	1.91812751346791	3.69250650428578	101.150401560544	716.417779152628	148014.812086005	22385126.5188138	0.62276798288728	2.40733898129782
HMOX2	2.22721508272756	3.76891457240907	83.3685862511017	699.811201221566	3152149.02476831	63070474.9132068	1.35342959072959	2.35403835223104
FBXO6	5.37739105064898	3.00039147947262	43.3310568005117	699.115329026165	3108692.77031534	62941978.1566865	1.35089824913703	2.35169358377129
MPG	2.29948158482056	3.29871329566607	91.5840723554616	694.695455244454	1181280.85456857	47865941.8964582	1.09030718229948	2.33597973672943
B3GALT4	6.29004844333389	4.06575225765354	27.1822684554516	695.153316935622	536925.587377672	7680406.87060763	0.301221142863039	2.33486770856264
CDH1	6.57534274237269	3.17615750975159	32.4994248560949	678.728525995479	0	25695592.8338819	0.684533725119458	2.28101123374702
DNASE1L3	11.6066734160288	6.32912221107651	8.9709087367039	659.003444839277	568384.247059781	31422435.3631368	0.801527144206515	2.21518048798677
FBXO15	4.06402731658529	2.99136425616119	52.0323167530564	632.556148962704	577742.495408615	40428752.7517705	0.958423972697748	2.12691504370311
LOC101927752	2.79560785090745	3.48031640944496	62.9023458059798	612.014656072628	18862.8541067209	50659124.3548737	1.11628972267635	2.05848055922293
NLRP2	6.96879167573891	3.79481417664918	23.0972815640114	610.813834412134	305608.054108316	43046647.0883476	0.997592158107171	2.05405050281991
MISP3	3.70712605545588	2.95258278231117	55.1827388766682	604.00799699621	874645.022335309	45476623.3156579	1.04681514101454	2.03136634448162
C19ORF71	4.47398819496814	5.38716444165035	24.6923303770653	595.137265775984	1586698.27718647	47449409.0431116	1.09012926088925	2.00172982619162
ELMO1	6.13453550444939	5.56327976379273	17.1181637933082	584.21104310081	1218450.42375883	42317227.9685735	1.00062949224508	1.96474645314236
PLEKHF2	2.83663237190104	4.55536879444025	44.8661704729316	579.756463824038	2170449.13654114	45471329.2242274	1.06772000712032	1.95001622237826
TMEM130	8.91058309781065	7.26435020827654	8.87070776830629	574.197331694955	2065531.73021245	41139660.7528828	0.995154325333998	1.93110877603487
NDUFB3	2.07703268858125	3.83300549270373	72.0010937561502	573.220702374164	1052147.06953289	32453267.4964559	0.828673542576251	1.92727098258905
TBC1D22A	2.19546119008275	3.70500997514662	69.8063900192094	567.819529259506	1125947.06356506	49162145.7157996	1.11009920037276	1.91008232055796
SNX1	1.85277524466906	3.07495308059847	97.9719707924452	558.165612816981	145349.039246503	12612677.9378285	0.413475781937351	1.8753321823903
TMEM219	1.89883548980663	3.03717128100033	92.0372312038923	530.786868414774	442966.040691765	45348946.9751774	1.03770370871384	1.78550854452997
ATG4B	1.7665322903168	3.13526559571776	94.7012454855697	524.50738559514	398907.972385373	8889664.10277526	0.329006404041974	1.76204694464028
MAN2B2	2.38654039824061	3.16573709790506	68.4936327072812	517.48031808171	997290.416594913	16849228.5413261	0.526513606501829	1.73911788319822
PPCS	3.08404816954014	4.11322792854183	40.5310303147618	514.152050828445	2242212.17708819	24664270.9434245	0.707610589708155	1.72855180614419
NUDT18	2.97344291435399	3.1796736317136	53.2986873702007	503.916598647573	170205.253833138	8824949.72256357	0.321489536117024	1.69289172054348
TRIM38	2.75434894222584	3.33042818970781	53.9284351448631	494.694237555982	2574735.1730237	22179059.2147863	0.666374145602204	1.66308713658195
P2RX4	2.93470736302758	4.16363268056785	39.9707536424287	488.40437686926	131655.354553959	11768993.239676	0.393274455862207	1.64105313807226
HHLA2	7.66231412574085	3.46029721922378	17.5146820201965	464.382251971328	105989.526668234	41451816.3053767	0.967684625138475	1.56233151219748
NMB	2.30399850055083	2.86101047581133	68.7295931135699	453.049247058968	1733423.98962485	59469357.2090819	1.27874839461326	1.52532726094721
RNF149	2.34143365686823	3.16553595489268	60.510549618425	448.49768445905	687224.594996596	54450247.5606665	1.18617839250278	1.50973539310676
PLAC9	4.60867671511335	3.04986862574974	31.1432273776924	437.74479786606	110152.768062768	2212551.03513941	0.121276181992319	1.4700592216921
OTOAP1	7.67983175960501	4.23961752431391	12.5060453768179	407.19120114216	168167.39771412	38462721.1246642	0.91811235080348	1.37015607126695
SLC25A25	2.46133817647369	4.00545176305533	41.1288248820666	405.479679930705	363309.72851087	42237156.5099786	0.985105340822976	1.36463485366061
AFTPH	1.693814356583	2.92463292567679	80.9978810528473	401.246107407859	216896.636092164	12945997.8858964	0.422882225190963	1.34853380354152
GNGT2	6.79440631726113	3.81880110466468	14.6981919196133	381.36643601042	1222263.52115873	39656731.3777642	0.956277332263868	1.28358204419847
SUSD1	2.98839283114038	4.90841292399768	25.7358056073486	377.499642227512	2683517.96100934	58010728.0180672	1.27108898485412	1.27165688169916
DUSP2	6.21550755654332	3.3413585012236	17.7196063655535	368.005020224518	0	11091914.3480134	0.373842348071528	1.23676798934154
COL9A2	5.14420530591446	4.50810956799844	15.8106014098689	366.657983809645	1104080.16368265	52089142.0595803	1.15591064455404	1.23487120710234
CYB5A	2.17590564963077	3.28915793102255	47.296570420821	338.496698309413	305580.112943528	48279271.1314132	1.08289656745027	1.14007945473395
YPEL2	3.16505875746327	3.27340506696622	32.5185844439082	336.909424143761	64055.4907311415	46137523.3769506	1.0443798556057	1.13462114450245
ACO2	2.15317847734402	3.11521945528031	49.8261660849669	334.215161714974	49941.5979541117	30910537.9794006	0.782854405734318	1.1246976005562
TPTEP1	8.04365551108513	3.07750729145982	13.4428173656763	332.768992263982	167614.008089602	8242155.40290875	0.306283873319248	1.11824233532545
SLC8B1	3.30119757441928	5.39978000718716	18.1666715794098	323.834376268538	21620.0131935134	33575540.0753841	0.830306747710887	1.09000523108214
LINC02610	6.80681204939934	3.80278913942918	11.6235579072114	300.874296240541	56549.097968868	1806865.34728307	0.103485477065359	1.01048057788063
SETDB2	2.47492536779281	2.99688618589775	40.1414164970717	297.731681842502	5033.9310076152	2401068.08432118	0.124396053495923	1
CXCR1	12.2577104743442	5.6205449778385	4.2423248307916	292.275024564342	33931.1322098094	3945099.66114271	0.178693117774675	0.981862514768736
REX1BD	2.01097372489042	3.08557996860949	46.865050729176	290.798588460099	256332.637280211	33507395.7575372	0.833268721300159	0.979103261015971
PAPLN	3.99321744432505	3.20880001084413	21.2536824182465	272.332703227564	18179347.9702731	53664786.053658	1.43520540006086	0.919128159349552
LOC105369519	6.2657613556166	4.30118902077141	10.0073177550123	269.699454631908	70035.4723044965	30305362.6356163	0.772173698028864	0.908061471300167
C11ORF54	2.7241941256151	2.84277028954578	34.1944808341204	264.810885970081	177203.949294846	6707902.5011693	0.265199200345011	0.889946873143823
FCER1A	10.614794663648	4.99041711590859	4.54973842419628	241.009894759879	2406440.70252814	36525226.2300494	0.923253846182674	0.812248486970735
N4BP2L1	5.72064774035527	4.64825549625088	8.66959918416198	230.533591944695	1227476.92759532	40259927.0811881	0.966503973228954	0.777221326330487
STK10	2.29466815524683	3.4343668707198	28.0589482756065	221.125059746022	2132498.3239714	51333726.9711942	1.16017916869865	0.746284045922125
FDX1	3.31660653749588	4.4447316731129	14.8670403713438	219.161377323548	877048.648533558	18810819.9478207	0.56508740790817	0.73769340643832
CRIP1	6.56250639105786	3.82882218942191	8.15449436295617	204.895289594946	2232154.42777335	57203775.0481135	1.25205885233133	0.692103884209668
OST4	1.98305465680192	2.89891293887095	35.7152221798892	205.316197858561	153224.471224728	16701954.85154	0.50528711773153	0.691009854256386
IQSEC3	5.82392536960445	3.05600855114223	11.2663209777166	200.517594672751	0	2385759.68335159	0.123637890605953	0.673618057353911
LPAR2	3.89345472047135	4.49529721735181	11.1907887779221	195.863828128957	74191.8331120334	28709233.0015927	0.74281546239427	0.660072626283625
TEX264	1.96578387163753	3.60370568648121	27.5085048542371	194.873178500187	158116.051527606	11690130.9062668	0.392026808785112	0.655568980456235
DCAF11	1.86696455827097	3.40352867263768	30.486494195315	193.719336354158	163172.323563752	41644028.4605612	0.971862529764379	0.653641853673715
NUDT16L1	1.91674707044527	3.1176656193275	31.6672126250454	189.236183203559	330169.649491378	32975339.1807299	0.825110582885084	0.638097752206378
MLYCD	2.23998811418663	3.03120059153871	27.7338145562169	188.308532196321	88957.4865764169	23614276.2698389	0.645887482159392	0.634381614816191
CYSLTR1	9.22233157723914	4.12320544911105	4.91562552854311	186.919451877855	111122.840056771	3776502.90416891	0.175727859590099	0.628139539938389
GPAT2	11.9965027925472	4.56384383349645	3.25375110008796	178.143410553039	124120.381505717	34471762.2575193	0.848005645753187	0.600932562676428
CCNH	2.02313086342486	3.55899487456181	23.7160172485627	170.762732444891	223995.54006447	45866227.2215671	1.04256677946632	0.576806424223267
TMX4	1.65099958547348	2.96611157106196	33.9319212185543	166.166279999058	483907.468328507	34876938.395361	0.861465328310408	0.560766617579947
RAP1A	2.77419317443555	4.23512997168925	13.2928671106324	156.178808375166	204059.997297113	42482402.5729365	0.986536801093317	0.527655323626254
MAP4K3	2.0179165057368	3.28276178108387	22.1114347106112	146.47364333371	0	10623454.7427345	0.362405273057495	0.492976506116616
MAN2C1	1.63316127771556	2.84126329123111	29.6293496233291	137.487328467182	78635.7982271146	28868087.1383577	0.745847461595317	0.464093856688208
ENSG00000232742	3.79777008106252	3.03380460777303	11.7818018713122	135.74629673957	3162864.92101726	62107589.4577798	1.33938930689899	0.460241358896612
ENSG00000280054	4.22669082928497	2.84623088704284	10.7720649949497	129.589428308091	0	3826386.33670786	0.173730280856501	0.435657245961107
ALAD	2.96021972525467	5.12906833510101	8.12853540038959	123.416928801688	450282.805557455	44953546.8515573	1.03136384279335	0.417813507528744
GGA1	1.82034235181864	3.4831180961011	18.8067065170373	119.243309322866	408969.82150213	26577244.6179594	0.709119766309616	0.402719427236464
ZDHHC24	1.85771598052194	2.92989490510918	20.5974628270382	112.110189670658	197099.655567193	3911966.71639373	0.182878955811567	0.377004456043628
AKAP13	2.66599417908555	4.67379474201683	8.63640252400637	107.612249076018	870131.850135632	16189061.2953268	0.509683398718578	0.363000591555798
LINC01451	7.35345801166855	3.55073840863448	4.01635599993404	104.867881717565	1335405.91454002	31029407.173877	0.808263155553763	0.354789284877434
NECAP2	2.08412192884224	3.57592453207563	13.8741689859134	103.39950215521	1978407.36882887	44649043.3702023	1.0513025596786	0.350675418318506
PPIP5K2	1.82741683301121	3.09773793488883	18.2546915349441	103.337224763352	372689.643903646	3462050.62009914	0.174003303367815	0.347520953065334
PEAK3	6.13500308900947	3.31198019486105	4.76923454328887	96.9061183024323	211861.999777069	29301709.882028	0.75633538190131	0.327884709871303
GBAP1	2.62039182730499	4.10057277319517	8.74455798392	93.9612145466574	0	33760298.415392	0.833207769567181	0.318255793152973
ADGRE4P	7.17706018288473	3.06584844640884	4.14965182785877	91.3080209648575	90528.2517531709	12823141.8055619	0.417101646774231	0.307951152984897
PLIN4	4.01396456393093	3.87114015252205	5.86772491644492	91.1763441866991	42473.8595815881	18174254.4946136	0.534355218071885	0.3079027295753
CASP7	2.51035957468327	4.67289837017168	6.83074991935352	80.1291718228501	0	711540.364151967	0.0517398992652139	0.269193471855598
SNX29	2.1405789227445	3.38175675117641	10.5525989184938	76.3893900628977	437528.965209685	38969738.6136865	0.931361119045177	0.259590980073742
ZCCHC2	3.26511890107698	4.09671454506914	5.18020129098843	69.2917198045428	379509.434239333	43601991.6316121	1.00799704968763	0.236019077907743
MGC16275	3.52634436633269	2.92065352499249	6.62050259301169	68.1860796086753	107889.942601758	4523046.6540153	0.199320535874995	0.229592092354175
HAVCR1	8.84450480163371	2.9691359865273	2.51905629544748	66.1517722848707	15856.9324084203	20948688.1944723	0.591238957360011	0.224078057139849
MAP4K3-DT	3.26413786777628	3.90573517105287	4.64675247818677	59.2407878463409	3026150.97143376	36584214.9093733	0.934814854054595	0.202029124688223
LDLRAD4	4.30559470570427	2.96134024199469	4.24561797336715	54.1330338983757	43630.1205698132	2801726.32088795	0.140359386983262	0.182213482661614
DTX2	2.23340919664864	3.01547602820374	7.27846752353886	49.0189640758243	271860.99606474	31386636.0359991	0.795523149763108	0.167243480735623
GIT2	1.90804335300719	3.00394663773341	8.41201722417795	48.2148261334084	202685.573035476	13202594.2550701	0.428474851659145	0.163311426540882
OTOF	4.46508985999232	2.87820503183388	3.62827128848038	46.6285256530479	651541.760733884	48195136.3643935	1.08709538519563	0.160196902394264
GPR132	5.40360050395829	2.9095835831303	2.88489318495898	45.3569464366263	223255.878960247	28526782.8782187	0.742194981955823	0.154769853092199
ENSG00000178146	3.82624267072595	3.01911315736767	3.88507856556411	44.8798820873426	67169.9339573186	39201937.3586262	0.929008822354958	0.153795387467945
KEL	6.5578639021035	3.04626991907913	1.94074132175476	38.7702350666263	110966.929700221	14482227.669096	0.455487292295143	0.131693543526138
ERP29	2.00845714718942	3.11633705583144	4.81242839361707	30.1211309590644	82082.7609052472	28921304.3429632	0.746898440224802	0.103634042378237
LINC01480	6.63233017240836	3.26198916790323	0.951020274720853	20.5749329457729	0	6408916.1179852	0.25186066462714	0.0699223388608243
CLCN1	6.02535853918707	3.35659837832543	0.872388007371635	17.6437933237425	1855939.49037915	41742403.2328766	1.00166633910017	0.0625988893513633
ENSG00000274922	4.05732522286612	3.0858722910187	1.44514142609051	18.0937306193447	898657.33197429	16962797.2646241	0.526830842675068	0.0625152979705906
PEX19	1.97442048382197	3.2637174383077	2.57892278069071	16.6184509061172	1830366.47976631	30108863.7432833	0.800596239951192	0.0584814225350492
ME3	5.40505725449039	3.27699419316203	0.817166773034373	14.473936731256	281619.574009468	9668400.25964957	0.34571274821416	0.0497543967682429
TNFRSF4	7.2378969584085	3.55319164301963	0.466448925330422	11.9959632010985	3296898.84058686	56286686.9657973	1.25429773093141	0.0444854475544947
USP25	1.5698819046806	2.91574812319597	1.88185615533649	8.61397113707543	296688.720301242	28103839.8636745	0.735687164383885	0.0313898523323869
ENSG00000188603	4.02023515139633	2.87980692925353	0.642844400489307	7.44253171922146	0	19017494.0318084	0.551165980204879	0.0268374503414279
ITPR2	2.22531320501147	3.36275863089185	0.666768722214903	4.98955782557239	911882.607553741	22788906.6303908	0.645839519578324	0.0189198668865788
ZEB1	0	6.25701411588003	93788.2530384253	0	36886612.949751	47542478.4445074	1.61208931383999	0.00541230961351367
KPNA2	0	3.19119767511723	10806.9847838375	0	30137480.7962402	53209181.53636	1.59718084267404	0.0053622570133745
CREB5	0	3.50021652101322	46382.3844429605	0	40748437.0905257	42238978.9700518	1.59222092720481	0.00534560495945548
ETV5	0	3.15383523827349	40126.830579339	0	41983197.5645562	40972178.1748968	1.59177827247873	0.00534411882316709
KLF12	0	7.27428001975055	26059.4506008999	0	20505299.9453964	62342522.8682437	1.59029201925995	0.00533912898636646
PATJ	0	4.00087301358512	11910.8957349196	0	31832165.8001023	50864435.2908729	1.58820140126489	0.00533211009989679
ZNF280B	0	3.47779115064493	65556.1870782663	0	29932204.1944939	52694194.8550961	1.58723050469905	0.0053288504834649
PLCG1	0	4.38439157089656	13016.690800733	0	12696570.6465817	69900862.6422538	1.58682983996845	0.00532750532128649
CCND1	0	3.25522577774412	22783.5669588288	0	26824142.8525339	55580900.1451801	1.58416762963304	0.00531856741290397
ATP8B2	0	3.86670168797129	5839.25025111329	0	10617609.7297202	71712987.1582293	1.5831370110296	0.00531510729011338
ZDBF2	0	6.92627288197268	5602.41243884926	0	24421750.7702575	57827203.7617584	1.58200646888054	0.00531131169138984
SFXN1	0	5.25159475424086	11546.483047635	0	24483761.9418853	57499489.3764061	1.57832496739591	0.00529895169017505
KIF21A	0	5.63371111384055	5265.92407513883	0	21924998.0267612	59880214.8455554	1.57585625275149	0.0052906634099363
TCF4	0	3.41728092925442	45839.9003023961	0	30350158.693139	51433191.0507624	1.57555299084559	0.00528964526080854
ZNF507	0	6.5503253902957	17912.250613612	0	14078715.96609	67682627.7703933	1.57524772415428	0.00528862038096232
RHOB	0	2.91827603415154	5003.67986776647	0	34217216.4168862	47465223.310416	1.57415298088086	0.00528494497074022
ZNF512B	0	3.02979840873453	34093.782527205	0	10697203.8223711	70829250.5628973	1.57198791117277	0.00527767612558726
LRFN3	0	5.76503641283182	2804.07459808073	0	24127460.1721658	57346838.1187729	1.57126372822346	0.00527524480723237
RORA	0	3.10968001085399	31246.2618731057	0	10436097.4420778	71015602.9819223	1.57094991845959	0.00527419124550521
TCF19	0	6.01323860892531	46134.3289228725	0	7492486.50702576	73883127.15315	1.56989314525972	0.00527064331320402
PSIP1	0	3.51122346740101	17544.844869506	0	10298707.3380257	71068660.9264131	1.5697786079004	0.00527025877393214
VEGFA	0	3.49851673857389	1782.8320500239	0	26742052.9978292	54581770.6475936	1.56917367269792	0.00526822780915631
CDCA7L	0	4.88448636269713	43086.5828005507	0	6128851.26156901	75128698.6210777	1.56825280318642	0.0052651361498623
GNB5	0	3.00483439342169	3084.30021935099	0	9053329.53857427	72047520.6782464	1.56607463494387	0.00525782332865705
RRM1	0	3.78382946333264	9563.95674110201	0	21934880.9396645	58953648.449594	1.56312143645652	0.00524790847814197
BCL11B	0	3.14850661992675	18547.6166222515	0	12009349.9495563	68804322.3996119	1.56207972271239	0.00524441110534536
LOXL2	0	5.22125362303129	12158.3035860536	0	15434303.8477638	65360676.4477175	1.56181956115735	0.00524353765815278
GATA3	0	3.7750414580002	18389.8803117809	0	25489371.5631302	55129608.9968378	1.55936911755528	0.00523531071976232
TFDP2	0	5.05152416925512	34384.8032321041	0	12605445.2673601	67910685.2266729	1.55793644322534	0.0052305007647664
NFKBIZ	0	3.05375402561318	18140.4805524163	0	8470236.77849515	72034921.4637386	1.55778357241173	0.00522998752758591
MTA1	0	3.58175237025137	31489.6718490606	0	8245259.00048413	72228059.4343606	1.55733993151354	0.0052284980803961
DOCK9	0	6.42166715348819	3269.22991042487	0	5608705.09663926	74831183.8529268	1.55687408790442	0.00522693409146423
JMY	0	3.68572436500763	18566.1984679947	0	7889572.80247516	72468540.4657377	1.55573430612496	0.00522310747228791
CTTN	0	3.17919654668572	4137.50012792035	0	28367524.7995458	51751816.985409	1.55240447146175	0.00521192813128964
SALL2	0	3.65507785580747	21786.5361148818	0	6955660.1056826	73114489.1615406	1.55171810258381	0.00520962376710547
LOXL1-AS1	0	4.98598069925589	569.946782510476	0	8498680.40993322	71522093.4645286	1.55102906337795	0.00520731043775954
EVA1C	0	3.09667887910305	2488.26862764049	0	25730216.0269935	54231060.0362532	1.550198606518	0.00520452232322513
CCNB1	0	8.28933554091128	5564.3132098695	0	22999651.5820335	56689669.7115911	1.54640051866375	0.00519177090354258
LGMN	0	5.39153956451316	1508.92926613388	0	25972194.0990432	53708485.7373438	1.54627977367327	0.00519136552322825
TSPAN5	0	6.47630569091137	1732.24327839898	0	6491638.90409388	73063403.0728339	1.54452385187952	0.00518547032106834
SLC38A1	0	7.81074601560774	2065.97817270752	0	4476002.62746568	74800806.0841152	1.54063248183639	0.0051724057226535
PCNX2	0	4.22452847158781	1301.6201663817	0	10212727.2526486	69023182.0094404	1.54006014011173	0.00517048418481313
INPP4B	0	4.4031157365059	2150.69546104741	0	20724322.591609	58494227.3959932	1.53981719161849	0.0051696685274831
QSOX2	0	2.99344138777569	1935.1224122327	0	6384307.50011215	72828079.4946989	1.53973093501565	0.00516937893593453
POU6F1	0	4.13871579566624	15894.0373510481	0	6195896.91651061	72936237.5916924	1.53860755800556	0.00516560739291944
ANK3	0	3.28592013431156	1600.99874514656	0	19706190.7357471	59354161.1132329	1.53760247165735	0.00516223299023711
RTKN2	0	4.30997160634871	2949.21981403149	0	20049657.6560684	58995842.9540996	1.53739449570911	0.00516153474714697
WLS	0	4.7560580557264	713.174058057338	0	25318474.9439423	53645150.98942	1.53624773067067	0.00515768468289267
RAB39B	0	4.14309224151745	474.939518857887	0	8669664.42788242	70256446.725547	1.53572217449059	0.00515592021938466
LEF1	0	5.19731875533505	19394.3432468488	0	20985012.9796046	57939434.5439403	1.53569886656462	0.00515584196707524
FOXM1	0	8.62423115009518	30303.2136646595	0	5828937.64387557	73067037.4703298	1.53529993871909	0.00515450263618648
SLC2A1	0	3.01371771809171	2340.03587454612	0	22100187.5061073	56646309.4463372	1.53320493365673	0.00514746902090101
TYMS	0	6.87254939128985	5266.31607151169	0	3842027.35659569	74894927.134166	1.53307115388767	0.00514701987858367
SEMA4F	0	4.07310178789705	9575.55325741074	0	7696540.79804526	71020185.9971764	1.53278755833741	0.00514606775582606
ZNF827	0	3.90015917723605	10580.5277578684	0	7657533.71221144	71038198.7843577	1.5324931933102	0.00514507947642183
KIF5C	0	5.39234049734667	3026.75588101363	0	2321325.49722822	76336799.7845319	1.53196584047527	0.00514330898095754
SYNE2	0	5.54745225312029	1248.7250554918	0	9622902.36265504	68976297.1350364	1.53113940281357	0.00514053436018248
MORC4	0	5.52053701816418	2033.5482914243	0	21757879.9410077	56781819.7851658	1.53030473892103	0.00513773212126753
NMT2	0	3.35987266426302	3558.46840912166	0	23198477.7130743	55312013.2610537	1.52989493322958	0.00513635626990216
OAF	0	4.47587811263014	319.583994302942	0	24106298.1159815	54398819.2206831	1.52981953517813	0.0051361031340522
ZZZ3	0	3.52680848440898	9343.45839405887	0	3074574.12291607	75429878.2607228	1.52981020505443	0.00513607180978388
PVR	0	2.87838702060774	855.243343669777	0	5769578.2965156	72678856.237809	1.52902412500812	0.00513343268268647
DMTN	0	3.38033169116389	2456.88391670473	0	7150582.75884802	71164832.9585191	1.52715688575889	0.00512716375152205
IFITM1	0	2.95733239444638	1237.76947898321	0	9377812.63731837	68832526.6581921	1.52568125749882	0.00512220958617315
LRIG1	0	3.19424016795671	2454.18020803264	0	19605782.475694	58573985.2941899	1.52525182569511	0.00512076784354786
CAMK4	0	4.95656614108392	2475.61315055285	0	23613213.6737889	54544170.2749687	1.52493737504504	0.00511971213015671
NME7	0	3.51673216705801	595.155823634202	0	21412684.9023032	56704700.3393986	1.52437540553846	0.00511782541523534
FOXP4	0	3.38250314751126	15913.8622965269	0	5438784.42763221	72562268.832132	1.52274051895819	0.00511233656776305
KIF20A	0	7.52481504234196	6824.14857719474	0	20503169.499282	57354834.5485422	1.52072922218648	0.00510558398851095
FAM169A	0	4.12082877989594	740.527090993965	0	4654242.19043479	73183756.70995	1.52044786391391	0.00510463937702424
LMO7	0	7.04545387236414	5322.45859615193	0	20933498.9563119	56867867.3202234	1.51993259944247	0.00510290946613882
CDK1	0	10.5488984459461	22675.4938548434	0	3437910.15328537	74343951.1028662	1.51965821944854	0.00510198828300948
PTCH1	0	4.50810956799844	968.951233528025	0	22415596.4133378	55305674.6416798	1.5188057652751	0.00509912631631917
